# VFS Statistics
# ================
# ---------------------------
# Total energy at VFS level (J) : 
# ---------------------------
#  - CPU : 0.106067
#  - Mem : 0.0400385
# ---------------------------
# Mean energy per syscall (J) : 
# -------------------------
#  - CPU : 8.36491e-05
#  - Mem : 3.15761e-05
# ---------------------------
# Mean exec. time per syscall (s) : 
# -------------------------
# 0.000329092
# ---------------------------
# Total time at VFS level (s) : 
# -------------------------
# 0.417289
# --------------------------------------
# Detailed timing / energy per syscall: 
# ---------------------------------------
# type ; time ; e_mem ; e_cpu
vfs_read;0.732422;0;0
vfs_read;7.5;0;0
vfs_read;0.117188;0;0
vfs_read;7.5;0;0
vfs_read;7.5;0;0
vfs_read;7.5;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;1014.4;0.000140733;0.000372819
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;978.7;0.000140733;0.000372819
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;978.7;0.000140733;0.000372819
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;1014.4;0.000140733;0.000372819
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;1014.4;0.000140733;0.000372819
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;978.7;0.000140733;0.000372819
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
